"","...1","site","date","city","county","state","lat","lng","n_post","upvotes","n_comment","stars","reviews","type","introduce","review","url","hot"
"1288",2062,"Westwind Lakes Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,249,50776,4189,4.6,926,"Park","Neighborhood park featuring a playground, skateboarding area & a variety of exercise equipment.","['  One of the better parts of Miami-Dade County property has many amenities soccer fields Monument to the country of Columbia they are redoing biking trails has a nice playground for children has restrooms adjacent to the Kendall area go to park ', '  Much more to this clean park than the pictures provided. The dual playground is awesome so little ones and older kids are welcome here.\nFREE Splash pad is open during summer times (limited times as well). Call the … ', '  This is the best park I have went to. I love it. It is huge. The fields are well maintained. Clean. Has a little water park. Two huge playgrounds. A skating park. My kids love it here. Great atmosphere. Free Zumba classes every Monday and Wednesday.. 630 or 730...Friendly people. Kids all around. Soccer all around. ']","https://www.google.com.tw/maps/place/Westwind+Lakes+Park/data=!4m7!3m6!1s0x88d9c016055ab607:0x33bd8216c0387eb3!8m2!3d25.7040398!4d-80.4389322!16s%2Fg%2F1tdg8l_2!19sChIJB7ZaBRbA2YgRs344wBaCvTM?authuser=0&hl=en&rclk=1",6.87162206499451
"1289",2063,"McMillan Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,0,0,0,4.5,391,"Park","None","['  Great place to exercise. Lights turn off around 9:30pm ', '  The concession stand is very nice & loaded with nice fresh treats. The personnel are very friendly. Excellent lit park, went here for a little league football game. South Miami vs Cannonball Woolverines it was a wipe out 40-0 Cannonball did a clean slate. ', '  Is this the same as McMillan park in Kendall?  There seems to be a confusion, and the addresses of the area seem to point to a block in Pinecrest ']","https://www.google.com.tw/maps/place/McMillan+Park/data=!4m7!3m6!1s0x88d9c0888c47f241:0xee71061a481c3e64!8m2!3d25.7117502!4d-80.407961!16s%2Fg%2F1tf325mv!19sChIJQfJHjIjA2YgRZD4cSBoGce4?authuser=0&hl=en&rclk=1",0
"1290",2064,"Lago Mar Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,75,3083,5267,4.5,457,"Park","None","['  Looks very entertaining for the whole family and your pet, play run or slow down and walk bring a basketball or soccer ball or volleyball enjoy your time with family and friends bring your water bottle stay hydrated ', '  We enjoyed our walk around the park in the evening on the paved path with our dog. Lighting could be better and the grass was over a foot high but unfortunately that seems to be normal over here. ', '  Good atmosphere, I like to bring my 1 year old son here. ']","https://www.google.com.tw/maps/place/Lago+Mar+Park/data=!4m7!3m6!1s0x88d9c02845f9da49:0xd9d9b725159d8d4d!8m2!3d25.6905548!4d-80.4531645!16s%2Fg%2F1vbl8d38!19sChIJSdr5RSjA2YgRTY2dFSW32dk?authuser=0&hl=en&rclk=1",1.29735644608097
"1291",2065,"Eden Lakes Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,249,48456,4159,4.4,257,"Park","None","[""  Very nice park! Full outdoor gym equipment and nice walking trail. The jungle gym and swings for kids are in great condition, practically brand new. There is also picnic tables, grills, and benches...many shaded areas too. I didn't give it … "", '  Super cool MODERN playground! Fun for ALL ages! The park grounds are HUGE and spread out, with a pond, and adult exercise body weight workout equipment. The entire playground area is covered which is very nice. There is a large playground for big kids and a smaller playground for the little tikes. A very beautiful park and playground! ', ""  Park and equipment's are in good condition. Area where swing is installed is muddy and not usable in the rainy season. ""]","https://www.google.com.tw/maps/place/Eden+Lakes+Park/data=!4m7!3m6!1s0x88d9c0027a7e7d17:0x7127ef7d6cf96d17!8m2!3d25.7195656!4d-80.4542112!16s%2Fg%2F1tfrb_0x!19sChIJF31-egLA2YgRF235bH3vJ3E?authuser=0&hl=en&rclk=1",6.72486971350318
"1292",2066,"Millers Pond Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,26,1438,417,4.5,418,"Park","Grassy community park with paved walking & biking trail, covered picnic pavilion & sports fields.","[""  This is a great weekday place to walk. The pathway is even and shaded for 3/4 of it's 1/2 mile loop. The NO DOGS signs are mostly ignored and not enforced.\nOn weekends the soccer fields are well patronized by yout teams. "", ""  Another Miami Park that seems to forget that the heat here is like Hell. The  Park should be covered in Trees. Otherwise is just an empty green space that can't be used for anything "", '  Tried to walk my dogs outside of the park area but a maintenance lady yelled at me cause no pets allowed and I apparently cannot supervise my kids from where animals are allowed. … ']","https://www.google.com.tw/maps/place/Millers+Pond+Park/data=!4m7!3m6!1s0x88d9c07e20c56535:0x960e46ca32ea8193!8m2!3d25.7206603!4d-80.410518!16s%2Fg%2F1vv2t10r!19sChIJNWXFIH7A2YgRk4HqMspGDpY?authuser=0&hl=en&rclk=1",0.473105787040816
"1293",2067,"ZWF Miami",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,0,0,0,4.4,731,"Zoo","This appointment-only zoo specializes in intimate, guided wildlife tours with hands-on interactions.","['  We had such a great adventure and learned so much while there and having our magnificent animal encounters today. It was worth every penny and more. Once in a lifetime experience!! … ', '  A very informative experience, my kids got to not only interact with cool animals but also ask questions to learn more about them. In the middle homestead away from everything, so expect heat and bugs, I recommend coming during Florida … ', '  April, 17 with the child were in your Zoo, we all really enjoyed it! Everything was great!\nThere was a 40% discount on the site. But the office took full payment from us, … ']","https://www.google.com.tw/maps/place/ZWF+Miami/data=!4m7!3m6!1s0x88d9e9e99984354f:0x2b496f1799052aa7!8m2!3d25.6140329!4d-80.4705088!16s%2Fg%2F1thxx0ct!19sChIJTzWEmenp2YgRpyoFmRdvSSs?authuser=0&hl=en&rclk=1",0
"1294",2068,"West Kendall District Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,248,14450,3884,4.4,18,"Park","None","['  I absolutely love this park and the amount of space my dog is able to run and the amount of dogs that come. The reason I am giving the park two stars is because there is a white German Shepard that is SUPER aggressive and will go out of its … ', '  Great place for your pup to make new friends. ', '  Love this park love this platform and dynamic for my dog loves hanging out with all the dogs in the general area thank you for providing for that Miss Kendall disregard ']","https://www.google.com.tw/maps/place/West+Kendall+District+Park/data=!4m7!3m6!1s0x88d9c1de9d42ec6d:0xfd173308990db49b!8m2!3d25.6605476!4d-80.4496798!16s%2Fg%2F11gcmsp5bc!19sChIJbexCnd7B2YgRm7QNmQgzF_0?authuser=0&hl=en&rclk=1",4.55911129789212
"1295",2069,"Tamiami Lakes Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,249,50824,4194,4.5,299,"Park","None","['  Oh my daily adventures I’m going to different public parks here in Miami dade.\n\nThis one it’s great with a nice playground for little kids, a basketball court. … ', ""  I've been doing exercises for a while and the lack of attention is noticeable, especially when you pass by the side of the portable toilets, the water fountain is clogged and none of this is fixed. They could put more benches. Anyway, there are better parks in other communities, I'll have to move. "", ""  It's a nice little park! Great to have a family picnic or Bar-B-Q! Be nice if they had more picnic tables and Bar-B-Q's so you don't have to bring your own. ""]","https://www.google.com.tw/maps/place/Tamiami+Lakes+Park/data=!4m7!3m6!1s0x88d9bfa0720079ab:0x5e017bdfae44f7a4!8m2!3d25.7497445!4d-80.4108242!16s%2Fg%2F1thd7h1q!19sChIJq3kAcqC_2YgRpPdErt97AV4?authuser=0&hl=en&rclk=1",6.87465832054261
"1296",2070,"Urban Air Trampoline and Adventure Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,250,14009,5841,4.3,1109,"Amusement park","Large-scale indoor trampoline center hosting open jump, fitness classes, dodgeball & parties.","['  Awesome.  This place has everything that any child and teenager wants to do.  Excellent atmosphere, good exercise for all ages, especially teenagers and kids in general. We were there from 4 pm to almost 8 pm. Great for a birthday party and … ', '  This place is the perfect spot to take your kids to get the energy out after school or on the weekends. They have a bunch of fast paced activities for the kids. They turn the lights down in the evening which is cool and find for the kids. … ', ""  Fun in every corner, great play activities for kids and adults. Amazing experience you can't get bored in this place and everyone is so helpful. We will definitely be back its worth getting a membership and coming often, it's a great way to exercise and enjoy it. ""]","https://www.google.com.tw/maps/place/Urban+Air+Trampoline+and+Adventure+Park/data=!4m7!3m6!1s0x88d9c171761c2a7b:0x799907b587c1bd6!8m2!3d25.6855844!4d-80.4443922!16s%2Fg%2F11h6mmgfxj!19sChIJeyocdnHB2YgR1ht8WHuQmQc?authuser=0&hl=en&rclk=1",4.56061144090904
"1297",2071,"Matheson Hammock Park & Marina",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,34,293,363,4.5,3508,"City park","Breezy sheltered beach with a man-made atoll pool that accommodates new swimmers & kiteboarders.","['  Great spot to relax has everything a park can ask for. Marina, beach pool, restaurant, park, trails kite surfing. If you have kids the beach pool is perfect. They have life guards and provide bathrooms with change rooms nearby. ', '  Always a pleasure to get in a good walk around the park. It takes you out of the city to inner tranquility. Especially during a Sunrise or Sunset. A quaint spot to sun bath. Highly recommend it. ', '  This place is a hidden gem within the busy Miami buzz. Opened to the public in 1930. It remains one of those free gifts (thanks to the donation of land from Willian J. Matheson) one must enjoy. An encounter of the nature kind! With … ']","https://www.google.com.tw/maps/place/Matheson+Hammock+Park+%26+Marina/data=!4m7!3m6!1s0x88d9c865b9db73f9:0x1e031fc66eea4f42!8m2!3d25.6792277!4d-80.2566025!16s%2Fm%2F0gkxd81!19sChIJ-XPbuWXI2YgRQk_qbsYfAx4?authuser=0&hl=en&rclk=1",0.518261404614164
"1298",2074,"Olympic Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,167,9893,2343,4.5,448,"Park","None","['  Very simple and organized and very well taken care. The sand at the playground is very good for sensory regulation in kids. Very safe even though,  you can smell ""cigarettes"" there. The machines for excercises are spectacular! ', '  Nice place to play basketball or just, go for a walk or jog your choice also bring the little ones to the park and play or bring your pet to enjoy the day with you ', '  I go almost everyday to workout there, and I like it because it is quite and people who goes there is very kind and nice...🍀 … ']","https://www.google.com.tw/maps/place/Olympic+Park/data=!4m7!3m6!1s0x88d9c0319bf2c05b:0x61c9acfc8477a3d3!8m2!3d25.6866936!4d-80.4411291!16s%2Fg%2F1tsyql8v!19sChIJW8DymzHA2YgR06N3hPysyWE?authuser=0&hl=en&rclk=1",3.08032928175984
"1299",2080,"Fairchild Tropical Botanic Garden",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,226,16033,2595,4.8,2300,"Botanical garden","Sizable horticultural destination with a guided tour via tram, water features & a butterfly exhibit.","['  Beautiful park with so much to see. Great trails to explore. Exotic plants. There is something for everyone to see. Today was a rainy day so the pictures are on the dark side. We have been other times when it was sunny and bright. Be sure … ', '  Went on a day trip with my best friend to show her a nice time definitely the kind of place where are you can spend the day commune with nature and truly have an experience. Anyone can go to a restaurant but spending time around nature … ', ""  Spent the morning with family visiting from our of town.  Haven't been here in years... Glad to see it is doing so well.  Super courteous staff and the volunteers we interacted with were amazing. … ""]","https://www.google.com.tw/maps/place/Fairchild+Tropical+Botanic+Garden/data=!4m7!3m6!1s0x88d9c87406b8f7bb:0xc82b4c6cdca00310!8m2!3d25.6782545!4d-80.2742864!16zL20vMDVtOHlm!19sChIJu_e4BnTI2YgREAOg3GxMK8g?authuser=0&hl=en&rclk=1",4.33589132613974
"1300",2081,"Skyviews Miami Observation Wheel",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,16,407,442,4.7,1349,"Tourist attraction","Views of Biscayne Bay & the downtown Miami skyline from climate-controlled glass gondolas.","['  Had a great time here with my family! The cabins look small from the outside, but my family of five fit in there comfortably. The views were awesome! Although, I think the best time to come is at sunset! Downtown Miami looks spectacular from up there! 😊 … ', '  A must do in Miami! Great ferris wheel! The views from the cabin were amazing (the cabin was well air-conditioned). We visited on Monday late afternoon and we waited like 3 min top. We did 6 revolutions and really enjoyed it. The crew was very well organized and in good mood! Strongly recommend! ', '  Views you can only get in an airplane. Air-conditioned units well chilled. Roughly a 15 to 20 minute ride of continuous motion except when people get off. The staff was very cordial and polite. Highly recommend this ride if you have not done it. Best views of Miami without owning $50 million condo at the top floor. ']","https://www.google.com.tw/maps/place/Skyviews+Miami+Observation+Wheel/data=!4m7!3m6!1s0x88d9b57b1ab9b273:0x7dbb2317bcd67331!8m2!3d25.7770198!4d-80.184519!16s%2Fg%2F11fr10x0ml!19sChIJc7K5Gnu12YgRMXPWvBcju30?authuser=0&hl=en&rclk=1",0.260910843755368
"1301",2082,"Tropical Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,55,1735,1095,4.6,10613,"Park","City park offering miles of paved biking & hiking paths plus boating & fishing in 4 separate lakes.","[""  I love this park!\n\nI've been coming to this park since 1995. It's a beautiful park and it is well … "", '  It is an excellent sports complex with magnificent structural conditions, in addition to that it has an immense area for covid-19 tests inside your car with entrance on the 40. SW and in the same entrance is the area to get the vaccine of your choice .  Also next to the basketball court they offer monoclonal antibody therapy. ', ""  The Haunted Circus Miami was a great family friendly event. It's inside Tropical Park.  You can see signs directing the way. You have 3 parking choices. Self- free  a little far. The $5 self parking or valet for $10. … ""]","https://www.google.com.tw/maps/place/Tropical+Park/data=!4m7!3m6!1s0x88d9b88731511273:0x190fc29fe963290d!8m2!3d25.7259619!4d-80.3235077!16s%2Fm%2F0k3fzs6!19sChIJcxJRMYe42YgRDSlj6Z_CDxk?authuser=0&hl=en&rclk=1",0.918130860788009
"1302",2083,"The Kampong, National Tropical Botanical Garden",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,249,10281,4176,4.6,314,"Botanical garden","Lush botanical garden with flowering trees & tropical fruit, including more than 50 types of mango.","['  It was beautiful! So many different exotic plants, it would be an arborists dream. I thought this was better than Fairchild garden. This was very condensed natural setting, botanical garden without set pathways. You wander around through … ', '  Really enjoyed my visit to the Kampong today!\n\nBeautiful variety of plants, sweet & helpful people working there, and lots of … ', ""  Beautiful. Words can't fully describe the beauty. Absolutely stunning.\nWear walking shoes. Bug spray a must and bring plenty of water.\nCompletely natural so beware of bugs and wildlife. … ""]","https://www.google.com.tw/maps/place/The+Kampong,+National+Tropical+Botanical+Garden/data=!4m7!3m6!1s0x88d9b7df6a496449:0xe1a1de9db0439f72!8m2!3d25.715266!4d-80.250413!16zL20vMDVuaDN4!19sChIJSWRJat-32YgRcp9DsJ3eoeE?authuser=0&hl=en&rclk=1",4.31009772290768
"1303",2086,"Miami Museum",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,149,1426,2400,4.5,2993,"Museum","$25 million complex for kids with hands-on exhibits, classes, a cruise ship replica & music studio.","['  Our two year old daughter loved the facility and had so much fun.  We were very impressed by the first floor however the second felt a little out dated. Several Second floor exhibits did not work well. We get this is a kids facility & … ', '  Incredible museum! My husband and I brought our 4 year old for her birthday and she LOVED it. We had the best time. There is so much to do! There are so many hands on experiences for kids here, and she had the best time. There is a bank, … ', '  It was our first time , we came in for a birthday day party. Let me tell you, what an amazing experience my daughter had, perfect place for kids. The birthday party, was amazing, the staff was always taking care of all things were running … ']","https://www.google.com.tw/maps/place/Miami+Children's+museum/data=!4m7!3m6!1s0x88d9b419fd9755a1:0xa7d78d9121ec5196!8m2!3d25.7846994!4d-80.1765206!16zL20vMGI4M210!19sChIJoVWX_Rm02YgRllHsIZGN16c?authuser=0&hl=en&rclk=1",2.28018478635488
"1304",2089,"South Pointe Park Pier",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,250,42472,16706,4.8,5241,"Fishing pier","Greenery & ocean views in a picturesque oasis with biking, skateboarding & an observation deck.","['  Serene and refreshing! Gentle morning breeze and the slow moving waves with turquoise color water brings peace to your mind! Perfect place for meditation and awesome ocean views .constantly moving boats  and cruises doesn’t cause any … ', ""  Great place for a walk by the beach, park or the boardwalk. Such amazing views especially during sunrise/sunsets. Can do a little fishing if you'd like! But so peaceful and tranquil. This park actually was remodeled and the new boardwalk is superb for the views. Watch out for the waves! "", ""  This is a beautiful, large pier that connects to South Beach. There's nice big parking lots nearby, a nice splashpad and playground for kids, and a beautiful wide sidewalk alongside the water leading up the pier. The pier itself overlooks … ""]","https://www.google.com.tw/maps/place/South+Pointe+Park+Pier/data=!4m7!3m6!1s0x88d9b4e55bdd627f:0x5f2bc6bfc72fade2!8m2!3d25.7635368!4d-80.1296706!16s%2Fm%2F0641y9l!19sChIJf2LdW-W02YgR4q0vx7_GK18?authuser=0&hl=en&rclk=1",6.36104772560634
"1305",2091,"Coral Gables museum",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,14,197,182,4.4,323,"Museum","Housed in a vintage coral-rock building, the city museum features gallery exhibits & a public plaza.","['  My nonprofit hosted our first gathering since 2020 at the Coral Gables museum. It was lovely! The event team and facilities staff went above and beyond to ensure we had a successful event. ', '  Very beautiful small museum in coral gables. Has about 10 rooms with art work. I was one of about 3 people there and it was a Sunday so it was not crowded at all. The staff are very nice. The entrance is $10 and when I left they asked if I … ', '  Enjoyed an amazing experience with my husband celebrating his birthday. The museum had wonderful exhibits and the staff was very friendly. ']","https://www.google.com.tw/maps/place/Coral+Gables+museum/data=!4m7!3m6!1s0x88d9b79a1b3ffaa5:0x9aad47c710d60050!8m2!3d25.7505393!4d-80.2602801!16s%2Fm%2F025z3zt!19sChIJpfo_G5q32YgRUADWEMdHrZo?authuser=0&hl=en&rclk=1",0.218231484867388
"1306",2092,"Phillip & Patricia Frost museum of Science",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,27,244,297,4.4,5926,"Science Museum","Hands-on facility offers weather & technology exhibits, planetarium & wildlife centers.","['  First time going to the Frost museum, and it was a hit for my son. Lots to do there, we were there for close to 6 hours, and could have stayed longer, but we were all getting tired. The aquarium is multi-level, they have a couple of … ', '  Had a wonderful day at the museum. I would recommend it for families with kids is very kid friendly and they have a lot hands on activities for the little ones. The shows are worth it, if you can go to all of them 100% recommend, my … ', '  Lovely science museum covering marine life, astronomy, human physiology and rocket science! Their planetarium is one of the best I have seen in the recent years. Extensive exhibition of marine life including stingrays, hammer head sharks, … ']","https://www.google.com.tw/maps/place/Phillip+%26+Patricia+Frost+museum+of+Science/data=!4m7!3m6!1s0x88d9b6a0aff2bd69:0xfcbb158a63131f76!8m2!3d25.7852621!4d-80.1878898!16s%2Fm%2F027m41p!19sChIJab3yr6C22YgRdh8TY4oVu_w?authuser=0&hl=en&rclk=1",0.412276800714445
"1307",2093,"Coral Castle",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,3,1,29,4.4,3091,"Museum","Landmark outdoor garden with sculptures handcarved by one man from more than 1,000 tons of coral.","['  Pricey for what you get but they do offer an umbrella to shade you from the sun during the tour.  Great tour guides though!  Guides were fun, energetic and engaging! And if you enter a tour late you can do the next tour without charge. Cool … ', ""  A beautiful place with a romantic story. The site can only be visited with a guide. Before the tour starts you will see a video to give more background information about Coral Castle. Once you are inside the 'castle' you can walk around … "", ""  This is a fascinating place and worth visiting. The tour is brief but informative; you'll learn more if you ask the guide a lot of questions. Kids will probably enjoy seeing all the lizards everywhere. Be sure to check out the books in … ""]","https://www.google.com.tw/maps/place/Coral+Castle/data=!4m7!3m6!1s0x88d9dd7a7af13825:0xdc5ca71d8d580f99!8m2!3d25.5006325!4d-80.4443!16zL20vMDJ5OGI4!19sChIJJTjxenrd2YgRmQ9YjR2nXNw?authuser=0&hl=en&rclk=1",0.0441568666215067
"1308",2094,"Miami Seaquarium",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,2,8,11,3.7,13176,"Aquarium","Popular complex hosting shows, sealife displays & kids' playground, plus dolphin ride for extra fee.","[""  This is a nice little park that will take a half day to experience.  Don't come expecting sea world as it's an older establishment but it is well worth a trip if you need to entertain children.  We did the dolphin experience and my teenage … "", '  Visited on Saturday, May 14, 2022.\n\nThe “shows” are geared towards kids primarily but fun to see as adults. … ', ""  Went this weekend and I must say it's a stark difference than when I went a few years back, it's a tad bit run down and even the kids rated it a 6 out of 10 and I feel they were generous. The shows used to be more fun, the staff talked my … ""]","https://www.google.com.tw/maps/place/Miami+Seaquarium/data=!4m7!3m6!1s0x88d9b5bfcb59e929:0x97bbc25f4ee6d0d3!8m2!3d25.7342904!4d-80.1648572!16zL20vMDk3M3lf!19sChIJKelZy7-12YgR09DmTl_Cu5c?authuser=0&hl=en&rclk=1",0.029901783456408
"1309",2096,"Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,250,85035,9861,4.5,41,"Park","None","['  I used to go to this park; but never noticed this … can you imagine miami Dade government prohibiting you taking your pet to the public park that is payed by your taxes ? What happening Miami ? ', '  Good place to chill � … ', '  Park is clean, but looks empty. Needs flower decorations. ']","https://www.google.com.tw/maps/place/Park/data=!4m7!3m6!1s0x88d9c01844a56f4b:0x601ef7745f6a20fd!8m2!3d25.7054942!4d-80.4458176!16s%2Fg%2F11clvx2dgl!19sChIJS2-lRBjA2YgR_SBqX3T3HmA?authuser=0&hl=en&rclk=1",9.053384077557
"1310",2097,"Holocaust Memorial Miami Beach",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,246,6447,3850,4.8,2625,"Historical landmark","Self-guided tours at an outdoor Holocaust museum with a memorial wall & a huge human hand sculpture.","[""  The Holocaust is a piece of history I enjoy learning more and more about. It's a very horrific piece of history indeed but hearing and seeing what these people went through must be shared with many generations to come. It's a small memorial but it was lovely nonetheless. If you're in Miami Beach this is a must see! "", ""  Really emotional to visit. The place really captures the horror of the Holocaust yet in a beautiful and profound way. The person handing the information flyers was so sweet and knowledgeable. Would definitely recommend going if you have a chance (it's around the corner from the botanical garden which is also free to visit). "", '  this memorial is striking in the heart.  there you feel the incredible pain of those events.  very nice and quiet park with a magnificent pond.  being there, you immediately understand that you are lucky to live and be free.  sculptures, … ']","https://www.google.com.tw/maps/place/Holocaust+Memorial+Miami+Beach/data=!4m7!3m6!1s0x88d929a4fac7fab7:0x3b5fcd9d48222454!8m2!3d25.7954768!4d-80.1362109!16s%2Fm%2F027mkgm!19sChIJt_rH-qQp2YgRVCQiSJ3NXzs?authuser=0&hl=en&rclk=1",4.02348319970589
"1311",2099,"GameTime Miami",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,28,333,571,4.3,1384,"Video arcade","A vast array of interactive video games is enhanced by big-screen-TV sports, a full bar & pub grub.","['  Scam and horrible place. This place is a complete robbery and very uneducated people. Not one is here to help you, when you are trying to buy your card with time or credit. The machine offer you to buy time and add extra time. The card … ', '  I went here because it was one of the options to watch the UFC Conor vs Cowboy fight. The place was pack even that the location is pretty big all the table was taken, luckily after 30 minutes I, my sister and brother in law was able to find … ', '  One of the last arcades left. Lots of nice games for any age, I like that they have some really big rideable games as well. Pool tables upstairs, good food as well ']","https://www.google.com.tw/maps/place/GameTime+Miami/data=!4m7!3m6!1s0x88d9c7e536072f51:0xfc4db5a375dc0380!8m2!3d25.7060394!4d-80.2862649!16s%2Fg%2F1tdx9hqd!19sChIJUS8HNuXH2YgRgAPcdaO1Tfw?authuser=0&hl=en&rclk=1",0.432604394975736
"1312",2100,"Original Selfie museum | Miami",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,248,3826,4172,4.8,335,"Museum","None","[""  Overall the concept is really cute, there were some exhibits that could be slightly better, but that's okay. Everyone has different aesthetics. Now keep in mind, it'll get hot in there, the AC is not that high/strong, they do have a small … "", '  My hubby and I got a chance to meet with Kenny during our time in Miami! He took us on a wonderful tour of his place, and give us the VIP treatment. He was so personable, and made sure we had a wonderful experience! I definitely recommend going here, and hope to visit this place again! Plus I got some stellar photos! ', '  I am going to make a constructive review because i do like the concept, i just feel like there are a lot of things that could be better. The service was ok, but i feel like you could have somebody who can share some energy and give some … ']","https://www.google.com.tw/maps/place/Original+Selfie+museum+%7C+Miami/data=!4m7!3m6!1s0x88d9b74da41fc23f:0x7190022a21afb44!8m2!3d25.8009326!4d-80.1986322!16s%2Fg%2F11fw_87fsl!19sChIJP8IfpE232YgRRPsaoiIAGQc?authuser=0&hl=en&rclk=1",3.88708673658009
"1313",2101,"Superblue Miami",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,0,0,0,4.2,1305,"Museum","Light-based displays, digital installations & a mirror labyrinth at a hip art gallery.","['  Big fan of anything teamlab does so really enjoyed this! The price is a little high but you get a lot of unique experiences for the ticket price. It’s the perfect spot for photos or to just lose yourself in the experience. Especially loved … ', ""  It's definitely a fun experience and great place for photos. It takes a good hour to hour and a half to fully explore each room and enjoy it while taking photos. Quite mind blowing ! I definitely recommend the experience if you don't mind spending over $40 for a ticket. "", '  An fun experience but I wish they had more exhibits, especially considering the price. The interactive walls weren’t as fun as described to be. The cloud room was an additional ticket and we got very little time in there. A good place to … ']","https://www.google.com.tw/maps/place/Superblue+Miami/data=!4m7!3m6!1s0x88d9b78903a84da9:0x7f2338d325790163!8m2!3d25.7991925!4d-80.2138844!16s%2Fg%2F11mvr6b89g!19sChIJqU2oA4m32YgRYwF5JdM4I38?authuser=0&hl=en&rclk=1",0
"1314",2102,"Everglades National Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,249,1e+05,8444,4.6,11089,"National park","Tropical wetlands offering up-close views of gators, crocs, birds & more plus a 2-hour tram tour.","['  This is a great park, perfect to walk surrounded by nature.\nThere are plenty of trails to walk and it’s a beautiful experience to be so close to the animals, specially the alligators (because there are no fences) � … ', '  Never been anywhere quite like this, obviously a pretty stark difference from anywhere else in the US, but super cool. As terrifying as the alligators can be, they are super chill, I had more of a problem with the insects honestly. The mangrove tunnels are absolutely a once in a lifetime experience, would totally go again ', '  I just went today and I had a great time! I visited the Shark Valley part of the park. I did a walk along the trolley/bike trail and saw some alligators. There was even a gator on the side of the trail that was only 7 feet from me and sat … ']","https://www.google.com.tw/maps/place/Everglades+National+Park/data=!4m7!3m6!1s0x88d0a8307a6c05db:0xfe03e56762f3197!8m2!3d25.2866155!4d-80.8986509!16zL20vMDE5OWw0!19sChIJ2wVsejCo0IgRlzEvdlY-4A8?authuser=0&hl=en&rclk=1",9.98530212956747
"1315",2103,"Bird Lakes Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,249,52626,4318,4.4,155,"Park","None","['  Bird Lakes Park is a park located next to an elementary school.\n\nThe park has designated parking spaces, a grass field that serves as a … ', '  Wow I have not been in this park in a long time and they manage to keep it clean and safe. … ', '  It is peaceful and beautiful. Some parts of the public park has been boarded. I do not know if this is for covid-19 countermeasures, or if they plan to get rid of the park. It would be sad to see the memories leave with the park. ']","https://www.google.com.tw/maps/place/Bird+Lakes+Park/data=!4m7!3m6!1s0x88d9c0769f66efa9:0xfc53172e0fa7d93a!8m2!3d25.7213403!4d-80.4273077!16s%2Fg%2F1v3dsybw!19sChIJqe9mn3bA2YgROtmnDy4XU_w?authuser=0&hl=en&rclk=1",6.98864441424406
